Date,Time,PAR (raw),Datetime (AST),PAR (calc),,Serial #:,6521
5/22/23,2:31:02,56,5/21/2023 22:31:02,0.034360355,,,
5/22/23,2:31:03,56,5/21/2023 22:31:03,0.034360355,,,
5/22/23,2:31:04,56,5/21/2023 22:31:04,0.034360355,,,
5/22/23,2:31:05,56,5/21/2023 22:31:05,0.034360355,,,
5/22/23,2:31:06,56,5/21/2023 22:31:06,0.034360355,,,
5/22/23,2:31:07,56,5/21/2023 22:31:07,0.034360355,,,
5/22/23,2:31:09,56,5/21/2023 22:31:09,0.034360355,,,
5/22/23,2:46:00,55,5/21/2023 22:46:00,0.034332674,,,
5/22/23,2:46:01,55,5/21/2023 22:46:01,0.034332674,,,
5/22/23,2:46:02,56,5/21/2023 22:46:02,0.034360355,,,
5/22/23,2:46:03,56,5/21/2023 22:46:03,0.034360355,,,
5/22/23,2:46:04,56,5/21/2023 22:46:04,0.034360355,,,
5/22/23,2:46:05,56,5/21/2023 22:46:05,0.034360355,,,
5/22/23,2:46:06,56,5/21/2023 22:46:06,0.034360355,,,
5/22/23,2:46:07,56,5/21/2023 22:46:07,0.034360355,,,
5/22/23,2:46:08,56,5/21/2023 22:46:08,0.034360355,,,
5/22/23,2:46:10,56,5/21/2023 22:46:10,0.034360355,,,
5/22/23,3:01:01,55,5/21/2023 23:01:01,0.034332674,,,
5/22/23,3:01:02,55,5/21/2023 23:01:02,0.034332674,,,
5/22/23,3:01:03,56,5/21/2023 23:01:03,0.034360355,,,
5/22/23,3:01:04,56,5/21/2023 23:01:04,0.034360355,,,
5/22/23,3:01:05,56,5/21/2023 23:01:05,0.034360355,,,
5/22/23,3:01:06,56,5/21/2023 23:01:06,0.034360355,,,
5/22/23,3:01:07,56,5/21/2023 23:01:07,0.034360355,,,
5/22/23,3:01:08,56,5/21/2023 23:01:08,0.034360355,,,
5/22/23,3:01:09,56,5/21/2023 23:01:09,0.034360355,,,
5/22/23,3:01:11,56,5/21/2023 23:01:11,0.034360355,,,
5/22/23,3:16:02,55,5/21/2023 23:16:02,0.034332674,,,
5/22/23,3:16:03,55,5/21/2023 23:16:03,0.034332674,,,
5/22/23,3:16:04,56,5/21/2023 23:16:04,0.034360355,,,
5/22/23,3:16:05,56,5/21/2023 23:16:05,0.034360355,,,
5/22/23,3:16:06,56,5/21/2023 23:16:06,0.034360355,,,
5/22/23,3:16:07,56,5/21/2023 23:16:07,0.034360355,,,
5/22/23,3:16:08,56,5/21/2023 23:16:08,0.034360355,,,
5/22/23,3:16:09,56,5/21/2023 23:16:09,0.034360355,,,
5/22/23,3:16:10,56,5/21/2023 23:16:10,0.034360355,,,
5/22/23,3:16:12,56,5/21/2023 23:16:12,0.034360355,,,
5/22/23,3:31:03,55,5/21/2023 23:31:03,0.034332674,,,
5/22/23,3:31:04,55,5/21/2023 23:31:04,0.034332674,,,
5/22/23,3:31:05,56,5/21/2023 23:31:05,0.034360355,,,
5/22/23,3:31:06,56,5/21/2023 23:31:06,0.034360355,,,
5/22/23,3:31:07,56,5/21/2023 23:31:07,0.034360355,,,
5/22/23,3:31:08,56,5/21/2023 23:31:08,0.034360355,,,
5/22/23,3:31:09,56,5/21/2023 23:31:09,0.034360355,,,
5/22/23,3:31:10,56,5/21/2023 23:31:10,0.034360355,,,
5/22/23,3:31:11,56,5/21/2023 23:31:11,0.034360355,,,
5/22/23,3:31:13,56,5/21/2023 23:31:13,0.034360355,,,
5/22/23,3:46:04,55,5/21/2023 23:46:04,0.034332674,,,
5/22/23,3:46:05,55,5/21/2023 23:46:05,0.034332674,,,
5/22/23,3:46:06,56,5/21/2023 23:46:06,0.034360355,,,
5/22/23,3:46:07,56,5/21/2023 23:46:07,0.034360355,,,
5/22/23,3:46:08,56,5/21/2023 23:46:08,0.034360355,,,
5/22/23,3:46:09,56,5/21/2023 23:46:09,0.034360355,,,
5/22/23,3:46:10,56,5/21/2023 23:46:10,0.034360355,,,
5/22/23,3:46:11,56,5/21/2023 23:46:11,0.034360355,,,
5/22/23,3:46:12,56,5/21/2023 23:46:12,0.034360355,,,
5/22/23,3:46:14,56,5/21/2023 23:46:14,0.034360355,,,
5/22/23,4:01:05,55,5/22/2023 0:01:05,0.034332674,,,
5/22/23,4:01:06,55,5/22/2023 0:01:06,0.034332674,,,
5/22/23,4:01:07,56,5/22/2023 0:01:07,0.034360355,,,
5/22/23,4:01:08,56,5/22/2023 0:01:08,0.034360355,,,
5/22/23,4:01:09,56,5/22/2023 0:01:09,0.034360355,,,
5/22/23,4:01:10,56,5/22/2023 0:01:10,0.034360355,,,
5/22/23,4:01:11,56,5/22/2023 0:01:11,0.034360355,,,
5/22/23,4:01:12,56,5/22/2023 0:01:12,0.034360355,,,
5/22/23,4:01:13,56,5/22/2023 0:01:13,0.034360355,,,
5/22/23,4:01:15,56,5/22/2023 0:01:15,0.034360355,,,
5/22/23,4:16:06,55,5/22/2023 0:16:06,0.034332674,,,
5/22/23,4:16:07,55,5/22/2023 0:16:07,0.034332674,,,
5/22/23,4:16:08,56,5/22/2023 0:16:08,0.034360355,,,
5/22/23,4:16:09,56,5/22/2023 0:16:09,0.034360355,,,
5/22/23,4:16:10,56,5/22/2023 0:16:10,0.034360355,,,
5/22/23,4:16:11,56,5/22/2023 0:16:11,0.034360355,,,
5/22/23,4:16:12,56,5/22/2023 0:16:12,0.034360355,,,
5/22/23,4:16:13,56,5/22/2023 0:16:13,0.034360355,,,
5/22/23,4:16:14,56,5/22/2023 0:16:14,0.034360355,,,
5/22/23,4:16:16,56,5/22/2023 0:16:16,0.034360355,,,
5/22/23,4:31:07,55,5/22/2023 0:31:07,0.034332674,,,
5/22/23,4:31:08,56,5/22/2023 0:31:08,0.034360355,,,
5/22/23,4:31:09,56,5/22/2023 0:31:09,0.034360355,,,
5/22/23,4:31:10,56,5/22/2023 0:31:10,0.034360355,,,
5/22/23,4:31:11,56,5/22/2023 0:31:11,0.034360355,,,
5/22/23,4:31:12,56,5/22/2023 0:31:12,0.034360355,,,
5/22/23,4:31:13,56,5/22/2023 0:31:13,0.034360355,,,
5/22/23,4:31:14,56,5/22/2023 0:31:14,0.034360355,,,
5/22/23,4:31:15,56,5/22/2023 0:31:15,0.034360355,,,
5/22/23,4:31:17,56,5/22/2023 0:31:17,0.034360355,,,
5/22/23,4:46:08,55,5/22/2023 0:46:08,0.034332674,,,
5/22/23,4:46:09,55,5/22/2023 0:46:09,0.034332674,,,
5/22/23,4:46:10,56,5/22/2023 0:46:10,0.034360355,,,
5/22/23,4:46:11,56,5/22/2023 0:46:11,0.034360355,,,
5/22/23,4:46:12,56,5/22/2023 0:46:12,0.034360355,,,
5/22/23,4:46:13,56,5/22/2023 0:46:13,0.034360355,,,
5/22/23,4:46:14,56,5/22/2023 0:46:14,0.034360355,,,
5/22/23,4:46:15,56,5/22/2023 0:46:15,0.034360355,,,
5/22/23,4:46:16,56,5/22/2023 0:46:16,0.034360355,,,
5/22/23,4:46:18,56,5/22/2023 0:46:18,0.034360355,,,
5/22/23,5:01:09,55,5/22/2023 1:01:09,0.034332674,,,
5/22/23,5:01:10,55,5/22/2023 1:01:10,0.034332674,,,
5/22/23,5:01:11,56,5/22/2023 1:01:11,0.034360355,,,
5/22/23,5:01:12,56,5/22/2023 1:01:12,0.034360355,,,
5/22/23,5:01:13,56,5/22/2023 1:01:13,0.034360355,,,
5/22/23,5:01:14,56,5/22/2023 1:01:14,0.034360355,,,
5/22/23,5:01:15,56,5/22/2023 1:01:15,0.034360355,,,
5/22/23,5:01:16,56,5/22/2023 1:01:16,0.034360355,,,
5/22/23,5:01:17,56,5/22/2023 1:01:17,0.034360355,,,
5/22/23,5:01:19,56,5/22/2023 1:01:19,0.034360355,,,
5/22/23,5:16:10,55,5/22/2023 1:16:10,0.034332674,,,
5/22/23,5:16:11,55,5/22/2023 1:16:11,0.034332674,,,
5/22/23,5:16:12,56,5/22/2023 1:16:12,0.034360355,,,
5/22/23,5:16:13,56,5/22/2023 1:16:13,0.034360355,,,
5/22/23,5:16:14,56,5/22/2023 1:16:14,0.034360355,,,
5/22/23,5:16:15,56,5/22/2023 1:16:15,0.034360355,,,
5/22/23,5:16:16,56,5/22/2023 1:16:16,0.034360355,,,
5/22/23,5:16:17,56,5/22/2023 1:16:17,0.034360355,,,
5/22/23,5:16:19,56,5/22/2023 1:16:19,0.034360355,,,
5/22/23,5:16:20,56,5/22/2023 1:16:20,0.034360355,,,
5/22/23,5:31:11,55,5/22/2023 1:31:11,0.034332674,,,
5/22/23,5:31:12,55,5/22/2023 1:31:12,0.034332674,,,
5/22/23,5:31:13,56,5/22/2023 1:31:13,0.034360355,,,
5/22/23,5:31:14,56,5/22/2023 1:31:14,0.034360355,,,
5/22/23,5:31:15,56,5/22/2023 1:31:15,0.034360355,,,
5/22/23,5:31:16,56,5/22/2023 1:31:16,0.034360355,,,
5/22/23,5:31:17,56,5/22/2023 1:31:17,0.034360355,,,
5/22/23,5:31:18,56,5/22/2023 1:31:18,0.034360355,,,
5/22/23,5:31:19,56,5/22/2023 1:31:19,0.034360355,,,
5/22/23,5:31:21,56,5/22/2023 1:31:21,0.034360355,,,
5/22/23,5:46:12,55,5/22/2023 1:46:12,0.034332674,,,
5/22/23,5:46:13,55,5/22/2023 1:46:13,0.034332674,,,
5/22/23,5:46:14,56,5/22/2023 1:46:14,0.034360355,,,
5/22/23,5:46:15,56,5/22/2023 1:46:15,0.034360355,,,
5/22/23,5:46:16,56,5/22/2023 1:46:16,0.034360355,,,
5/22/23,5:46:17,56,5/22/2023 1:46:17,0.034360355,,,
5/22/23,5:46:18,56,5/22/2023 1:46:18,0.034360355,,,
5/22/23,5:46:19,56,5/22/2023 1:46:19,0.034360355,,,
5/22/23,5:46:20,56,5/22/2023 1:46:20,0.034360355,,,
5/22/23,5:46:22,56,5/22/2023 1:46:22,0.034360355,,,
5/22/23,6:01:13,55,5/22/2023 2:01:13,0.034332674,,,
5/22/23,6:01:14,55,5/22/2023 2:01:14,0.034332674,,,
5/22/23,6:01:15,56,5/22/2023 2:01:15,0.034360355,,,
5/22/23,6:01:16,56,5/22/2023 2:01:16,0.034360355,,,
5/22/23,6:01:17,56,5/22/2023 2:01:17,0.034360355,,,
5/22/23,6:01:18,56,5/22/2023 2:01:18,0.034360355,,,
5/22/23,6:01:19,56,5/22/2023 2:01:19,0.034360355,,,
5/22/23,6:01:20,56,5/22/2023 2:01:20,0.034360355,,,
5/22/23,6:01:22,56,5/22/2023 2:01:22,0.034360355,,,
5/22/23,6:01:23,56,5/22/2023 2:01:23,0.034360355,,,
5/22/23,6:16:14,55,5/22/2023 2:16:14,0.034332674,,,
5/22/23,6:16:15,55,5/22/2023 2:16:15,0.034332674,,,
5/22/23,6:16:16,56,5/22/2023 2:16:16,0.034360355,,,
5/22/23,6:16:17,56,5/22/2023 2:16:17,0.034360355,,,
5/22/23,6:16:18,56,5/22/2023 2:16:18,0.034360355,,,
5/22/23,6:16:19,56,5/22/2023 2:16:19,0.034360355,,,
5/22/23,6:16:20,56,5/22/2023 2:16:20,0.034360355,,,
5/22/23,6:16:21,56,5/22/2023 2:16:21,0.034360355,,,
5/22/23,6:16:22,56,5/22/2023 2:16:22,0.034360355,,,
5/22/23,6:16:24,56,5/22/2023 2:16:24,0.034360355,,,
5/22/23,6:31:15,55,5/22/2023 2:31:15,0.034332674,,,
5/22/23,6:31:16,55,5/22/2023 2:31:16,0.034332674,,,
5/22/23,6:31:17,56,5/22/2023 2:31:17,0.034360355,,,
5/22/23,6:31:18,56,5/22/2023 2:31:18,0.034360355,,,
5/22/23,6:31:19,56,5/22/2023 2:31:19,0.034360355,,,
5/22/23,6:31:20,56,5/22/2023 2:31:20,0.034360355,,,
5/22/23,6:31:21,56,5/22/2023 2:31:21,0.034360355,,,
5/22/23,6:31:22,56,5/22/2023 2:31:22,0.034360355,,,
5/22/23,6:31:23,56,5/22/2023 2:31:23,0.034360355,,,
5/22/23,6:31:25,56,5/22/2023 2:31:25,0.034360355,,,
5/22/23,6:46:16,55,5/22/2023 2:46:16,0.034332674,,,
5/22/23,6:46:17,55,5/22/2023 2:46:17,0.034332674,,,
5/22/23,6:46:18,56,5/22/2023 2:46:18,0.034360355,,,
5/22/23,6:46:19,56,5/22/2023 2:46:19,0.034360355,,,
5/22/23,6:46:20,56,5/22/2023 2:46:20,0.034360355,,,
5/22/23,6:46:21,56,5/22/2023 2:46:21,0.034360355,,,
5/22/23,6:46:22,56,5/22/2023 2:46:22,0.034360355,,,
5/22/23,6:46:23,56,5/22/2023 2:46:23,0.034360355,,,
5/22/23,6:46:25,56,5/22/2023 2:46:25,0.034360355,,,
5/22/23,6:46:26,56,5/22/2023 2:46:26,0.034360355,,,
5/22/23,7:01:17,55,5/22/2023 3:01:17,0.034332674,,,
5/22/23,7:01:18,56,5/22/2023 3:01:18,0.034360355,,,
5/22/23,7:01:19,56,5/22/2023 3:01:19,0.034360355,,,
5/22/23,7:01:20,56,5/22/2023 3:01:20,0.034360355,,,
5/22/23,7:01:21,56,5/22/2023 3:01:21,0.034360355,,,
5/22/23,7:01:22,56,5/22/2023 3:01:22,0.034360355,,,
5/22/23,7:01:23,56,5/22/2023 3:01:23,0.034360355,,,
5/22/23,7:01:24,56,5/22/2023 3:01:24,0.034360355,,,
5/22/23,7:01:25,56,5/22/2023 3:01:25,0.034360355,,,
5/22/23,7:01:27,56,5/22/2023 3:01:27,0.034360355,,,
5/22/23,7:16:18,55,5/22/2023 3:16:18,0.034332674,,,
5/22/23,7:16:19,55,5/22/2023 3:16:19,0.034332674,,,
5/22/23,7:16:20,56,5/22/2023 3:16:20,0.034360355,,,
5/22/23,7:16:21,56,5/22/2023 3:16:21,0.034360355,,,
5/22/23,7:16:22,56,5/22/2023 3:16:22,0.034360355,,,
5/22/23,7:16:23,56,5/22/2023 3:16:23,0.034360355,,,
5/22/23,7:16:24,56,5/22/2023 3:16:24,0.034360355,,,
5/22/23,7:16:25,56,5/22/2023 3:16:25,0.034360355,,,
5/22/23,7:16:26,56,5/22/2023 3:16:26,0.034360355,,,
5/22/23,7:16:28,56,5/22/2023 3:16:28,0.034360355,,,
5/22/23,7:31:19,55,5/22/2023 3:31:19,0.034332674,,,
5/22/23,7:31:20,55,5/22/2023 3:31:20,0.034332674,,,
5/22/23,7:31:21,56,5/22/2023 3:31:21,0.034360355,,,
5/22/23,7:31:22,56,5/22/2023 3:31:22,0.034360355,,,
5/22/23,7:31:23,56,5/22/2023 3:31:23,0.034360355,,,
5/22/23,7:31:24,56,5/22/2023 3:31:24,0.034360355,,,
5/22/23,7:31:25,56,5/22/2023 3:31:25,0.034360355,,,
5/22/23,7:31:26,56,5/22/2023 3:31:26,0.034360355,,,
5/22/23,7:31:27,56,5/22/2023 3:31:27,0.034360355,,,
5/22/23,7:31:29,56,5/22/2023 3:31:29,0.034360355,,,
5/22/23,7:46:20,55,5/22/2023 3:46:20,0.034332674,,,
5/22/23,7:46:21,56,5/22/2023 3:46:21,0.034360355,,,
5/22/23,7:46:22,56,5/22/2023 3:46:22,0.034360355,,,
5/22/23,7:46:23,56,5/22/2023 3:46:23,0.034360355,,,
5/22/23,7:46:24,56,5/22/2023 3:46:24,0.034360355,,,
5/22/23,7:46:25,56,5/22/2023 3:46:25,0.034360355,,,
5/22/23,7:46:26,56,5/22/2023 3:46:26,0.034360355,,,
5/22/23,7:46:27,56,5/22/2023 3:46:27,0.034360355,,,
5/22/23,7:46:29,56,5/22/2023 3:46:29,0.034360355,,,
5/22/23,7:46:30,56,5/22/2023 3:46:30,0.034360355,,,
5/22/23,8:01:21,55,5/22/2023 4:01:21,0.034332674,,,
5/22/23,8:01:22,55,5/22/2023 4:01:22,0.034332674,,,
5/22/23,8:01:23,56,5/22/2023 4:01:23,0.034360355,,,
5/22/23,8:01:24,56,5/22/2023 4:01:24,0.034360355,,,
5/22/23,8:01:25,56,5/22/2023 4:01:25,0.034360355,,,
5/22/23,8:01:26,56,5/22/2023 4:01:26,0.034360355,,,
5/22/23,8:01:27,56,5/22/2023 4:01:27,0.034360355,,,
5/22/23,8:01:28,56,5/22/2023 4:01:28,0.034360355,,,
5/22/23,8:01:29,56,5/22/2023 4:01:29,0.034360355,,,
5/22/23,8:01:31,56,5/22/2023 4:01:31,0.034360355,,,
5/22/23,8:16:22,55,5/22/2023 4:16:22,0.034332674,,,
5/22/23,8:16:23,55,5/22/2023 4:16:23,0.034332674,,,
5/22/23,8:16:24,56,5/22/2023 4:16:24,0.034360355,,,
5/22/23,8:16:25,56,5/22/2023 4:16:25,0.034360355,,,
5/22/23,8:16:26,56,5/22/2023 4:16:26,0.034360355,,,
5/22/23,8:16:27,56,5/22/2023 4:16:27,0.034360355,,,
5/22/23,8:16:28,56,5/22/2023 4:16:28,0.034360355,,,
5/22/23,8:16:29,56,5/22/2023 4:16:29,0.034360355,,,
5/22/23,8:16:30,56,5/22/2023 4:16:30,0.034360355,,,
5/22/23,8:16:32,56,5/22/2023 4:16:32,0.034360355,,,
5/22/23,8:31:23,55,5/22/2023 4:31:23,0.034332674,,,
5/22/23,8:31:24,55,5/22/2023 4:31:24,0.034332674,,,
5/22/23,8:31:25,56,5/22/2023 4:31:25,0.034360355,,,
5/22/23,8:31:26,56,5/22/2023 4:31:26,0.034360355,,,
5/22/23,8:31:27,56,5/22/2023 4:31:27,0.034360355,,,
5/22/23,8:31:28,56,5/22/2023 4:31:28,0.034360355,,,
5/22/23,8:31:29,56,5/22/2023 4:31:29,0.034360355,,,
5/22/23,8:31:30,56,5/22/2023 4:31:30,0.034360355,,,
5/22/23,8:31:32,56,5/22/2023 4:31:32,0.034360355,,,
5/22/23,8:31:33,56,5/22/2023 4:31:33,0.034360355,,,
5/22/23,8:46:24,55,5/22/2023 4:46:24,0.034332674,,,
5/22/23,8:46:25,55,5/22/2023 4:46:25,0.034332674,,,
5/22/23,8:46:26,56,5/22/2023 4:46:26,0.034360355,,,
5/22/23,8:46:27,56,5/22/2023 4:46:27,0.034360355,,,
5/22/23,8:46:28,56,5/22/2023 4:46:28,0.034360355,,,
5/22/23,8:46:29,56,5/22/2023 4:46:29,0.034360355,,,
5/22/23,8:46:30,56,5/22/2023 4:46:30,0.034360355,,,
5/22/23,8:46:31,56,5/22/2023 4:46:31,0.034360355,,,
5/22/23,8:46:32,56,5/22/2023 4:46:32,0.034360355,,,
5/22/23,8:46:34,56,5/22/2023 4:46:34,0.034360355,,,
5/22/23,9:01:25,55,5/22/2023 5:01:25,0.034332674,,,
5/22/23,9:01:26,55,5/22/2023 5:01:26,0.034332674,,,
5/22/23,9:01:27,56,5/22/2023 5:01:27,0.034360355,,,
5/22/23,9:01:28,56,5/22/2023 5:01:28,0.034360355,,,
5/22/23,9:01:29,56,5/22/2023 5:01:29,0.034360355,,,
5/22/23,9:01:30,56,5/22/2023 5:01:30,0.034360355,,,
5/22/23,9:01:31,56,5/22/2023 5:01:31,0.034360355,,,
5/22/23,9:01:32,56,5/22/2023 5:01:32,0.034360355,,,
5/22/23,9:01:33,56,5/22/2023 5:01:33,0.034360355,,,
5/22/23,9:01:35,56,5/22/2023 5:01:35,0.034360355,,,
5/22/23,9:16:26,55,5/22/2023 5:16:26,0.034332674,,,
5/22/23,9:16:27,55,5/22/2023 5:16:27,0.034332674,,,
5/22/23,9:16:28,56,5/22/2023 5:16:28,0.034360355,,,
5/22/23,9:16:29,56,5/22/2023 5:16:29,0.034360355,,,
5/22/23,9:16:30,56,5/22/2023 5:16:30,0.034360355,,,
5/22/23,9:16:31,56,5/22/2023 5:16:31,0.034360355,,,
5/22/23,9:16:32,56,5/22/2023 5:16:32,0.034360355,,,
5/22/23,9:16:33,56,5/22/2023 5:16:33,0.034360355,,,
5/22/23,9:16:35,56,5/22/2023 5:16:35,0.034360355,,,
5/22/23,9:16:36,56,5/22/2023 5:16:36,0.034360355,,,
5/22/23,9:31:27,56,5/22/2023 5:31:27,0.034360355,,,
5/22/23,9:31:28,69,5/22/2023 5:31:28,0.034722251,,,
5/22/23,9:31:29,57,5/22/2023 5:31:29,0.034388059,,,
5/22/23,9:31:30,58,5/22/2023 5:31:30,0.034415785,,,
5/22/23,9:31:31,57,5/22/2023 5:31:31,0.034388059,,,
5/22/23,9:31:32,58,5/22/2023 5:31:32,0.034415785,,,
5/22/23,9:31:33,58,5/22/2023 5:31:33,0.034415785,,,
5/22/23,9:31:34,58,5/22/2023 5:31:34,0.034415785,,,
5/22/23,9:31:35,58,5/22/2023 5:31:35,0.034415785,,,
5/22/23,9:31:37,58,5/22/2023 5:31:37,0.034415785,,,
5/22/23,9:46:28,2735,5/22/2023 5:46:28,0.297683338,,,
5/22/23,9:46:29,2747,5/22/2023 5:46:29,0.300576302,,,
5/22/23,9:46:30,2725,5/22/2023 5:46:30,0.295293816,,,
5/22/23,9:46:31,2719,5/22/2023 5:46:31,0.293869319,,,
5/22/23,9:46:32,2731,5/22/2023 5:46:32,0.296725218,,,
5/22/23,9:46:33,2739,5/22/2023 5:46:33,0.298644552,,,
5/22/23,9:46:34,2749,5/22/2023 5:46:34,0.301061189,,,
5/22/23,9:46:35,2757,5/22/2023 5:46:35,0.30300857,,,
5/22/23,9:46:37,2742,5/22/2023 5:46:37,0.299367499,,,
5/22/23,9:46:38,2742,5/22/2023 5:46:38,0.299367499,,,
5/22/23,10:01:29,4457,5/22/2023 6:01:29,1.192572151,,,
5/22/23,10:01:30,4443,5/22/2023 6:01:30,1.179191713,,,
5/22/23,10:01:31,4460,5/22/2023 6:01:31,1.195459083,,,
5/22/23,10:01:32,4467,5/22/2023 6:01:32,1.202222464,,,
5/22/23,10:01:33,4479,5/22/2023 6:01:33,1.213905973,,,
5/22/23,10:01:34,4492,5/22/2023 6:01:34,1.226691274,,,
5/22/23,10:01:35,4474,5/22/2023 6:01:35,1.209024109,,,
5/22/23,10:01:36,4457,5/22/2023 6:01:36,1.192572151,,,
5/22/23,10:01:38,4468,5/22/2023 6:01:38,1.203191779,,,
5/22/23,10:01:39,4478,5/22/2023 6:01:39,1.212928026,,,
5/22/23,10:16:30,4877,5/22/2023 6:16:30,1.672984872,,,
5/22/23,10:16:31,4885,5/22/2023 6:16:31,1.683806392,,,
5/22/23,10:16:32,4885,5/22/2023 6:16:32,1.683806392,,,
5/22/23,10:16:33,4892,5/22/2023 6:16:33,1.693332627,,,
5/22/23,10:16:34,4893,5/22/2023 6:16:34,1.69469791,,,
5/22/23,10:16:35,4888,5/22/2023 6:16:35,1.687882484,,,
5/22/23,10:16:36,4893,5/22/2023 6:16:36,1.69469791,,,
5/22/23,10:16:37,4885,5/22/2023 6:16:37,1.683806392,,,
5/22/23,10:16:39,4889,5/22/2023 6:16:39,1.689243373,,,
5/22/23,10:16:40,4891,5/22/2023 6:16:40,1.691968444,,,
5/22/23,10:31:31,5513,5/22/2023 6:31:31,2.793207146,,,
5/22/23,10:31:32,5513,5/22/2023 6:31:32,2.793207146,,,
5/22/23,10:31:33,5518,5/22/2023 6:31:33,2.804485713,,,
5/22/23,10:31:34,5520,5/22/2023 6:31:34,2.809009881,,,
5/22/23,10:31:35,5540,5/22/2023 6:31:35,2.854654921,,,
5/22/23,10:31:36,5536,5/22/2023 6:31:36,2.845466958,,,
5/22/23,10:31:37,5527,5/22/2023 6:31:37,2.824902022,,,
5/22/23,10:31:38,5534,5/22/2023 6:31:38,2.840884073,,,
5/22/23,10:31:40,5531,5/22/2023 6:31:40,2.83402358,,,
5/22/23,10:31:41,5535,5/22/2023 6:31:41,2.843174592,,,
5/22/23,10:46:32,6843,5/22/2023 6:46:32,8.158802505,,,
5/22/23,10:46:33,6856,5/22/2023 6:46:33,8.244733991,,,
5/22/23,10:46:34,6856,5/22/2023 6:46:34,8.244733991,,,
5/22/23,10:46:35,6872,5/22/2023 6:46:35,8.351739276,,,
5/22/23,10:46:36,6875,5/22/2023 6:46:36,8.371956837,,,
5/22/23,10:46:37,6852,5/22/2023 6:46:37,8.218197577,,,
5/22/23,10:46:38,6860,5/22/2023 6:46:38,8.271356091,,,
5/22/23,10:46:39,6885,5/22/2023 6:46:39,8.439702843,,,
5/22/23,10:46:41,6879,5/22/2023 6:46:41,8.398989738,,,
5/22/23,10:46:42,6892,5/22/2023 6:46:42,8.487450963,,,
5/22/23,11:01:33,7953,5/22/2023 7:01:33,19.95932485,,,
5/22/23,11:01:34,7958,5/22/2023 7:01:34,20.03991772,,,
5/22/23,11:01:35,7953,5/22/2023 7:01:35,19.95932485,,,
5/22/23,11:01:36,7950,5/22/2023 7:01:36,19.91112478,,,
5/22/23,11:01:37,7942,5/22/2023 7:01:37,19.78315957,,,
5/22/23,11:01:38,7939,5/22/2023 7:01:38,19.73538493,,,
5/22/23,11:01:39,7940,5/22/2023 7:01:39,19.75129698,,,
5/22/23,11:01:40,7935,5/22/2023 7:01:40,19.67186483,,,
5/22/23,11:01:42,7945,5/22/2023 7:01:42,19.83104986,,,
5/22/23,11:01:43,7958,5/22/2023 7:01:43,20.03991772,,,
5/22/23,11:16:34,8319,5/22/2023 7:16:34,26.80724922,,,
5/22/23,11:16:35,8306,5/22/2023 7:16:35,26.52784824,,,
5/22/23,11:16:36,8275,5/22/2023 7:16:36,25.87327961,,,
5/22/23,11:16:37,8256,5/22/2023 7:16:37,25.48010124,,,
5/22/23,11:16:38,8294,5/22/2023 7:16:38,26.27252502,,,
5/22/23,11:16:39,8306,5/22/2023 7:16:39,26.52784824,,,
5/22/23,11:16:40,8289,5/22/2023 7:16:40,26.16686699,,,
5/22/23,11:16:41,8261,5/22/2023 7:16:41,25.58298622,,,
5/22/23,11:16:43,8256,5/22/2023 7:16:43,25.48010124,,,
5/22/23,11:16:44,8260,5/22/2023 7:16:44,25.56237604,,,
5/22/23,11:31:35,8679,5/22/2023 7:31:35,35.83096891,,,
5/22/23,11:31:36,8673,5/22/2023 7:31:36,35.65812041,,,
5/22/23,11:31:37,8690,5/22/2023 7:31:37,36.15003688,,,
5/22/23,11:31:38,8669,5/22/2023 7:31:38,35.54335156,,,
5/22/23,11:31:39,8656,5/22/2023 7:31:39,35.17289776,,,
5/22/23,11:31:40,8673,5/22/2023 7:31:40,35.65812041,,,
5/22/23,11:31:41,8671,5/22/2023 7:31:41,35.60068974,,,
5/22/23,11:31:42,8677,5/22/2023 7:31:42,35.77325985,,,
5/22/23,11:31:44,8675,5/22/2023 7:31:44,35.71564373,,,
5/22/23,11:31:45,8662,5/22/2023 7:31:45,35.34339421,,,
5/22/23,11:46:36,9287,5/22/2023 7:46:36,58.48832616,,,
5/22/23,11:46:37,9299,5/22/2023 7:46:37,59.05673089,,,
5/22/23,11:46:38,9294,5/22/2023 7:46:38,58.81922734,,,
5/22/23,11:46:39,9281,5/22/2023 7:46:39,58.20617862,,,
5/22/23,11:46:40,9268,5/22/2023 7:46:40,57.59951946,,,
5/22/23,11:46:41,9263,5/22/2023 7:46:41,57.36787626,,,
5/22/23,11:46:42,9290,5/22/2023 7:46:42,58.62991239,,,
5/22/23,11:46:43,9305,5/22/2023 7:46:43,59.34300138,,,
5/22/23,11:46:45,9319,5/22/2023 7:46:45,60.01637394,,,
5/22/23,11:46:46,9309,5/22/2023 7:46:46,59.53461888,,,
5/22/23,12:01:37,9179,5/22/2023 8:01:37,53.61265349,,,
5/22/23,12:01:38,9202,5/22/2023 8:01:38,54.61572526,,,
5/22/23,12:01:39,9153,5/22/2023 8:01:39,52.50091199,,,
5/22/23,12:01:40,9140,5/22/2023 8:01:40,51.95371649,,,
5/22/23,12:01:41,9142,5/22/2023 8:01:41,52.0375277,,,
5/22/23,12:01:42,9136,5/22/2023 8:01:42,51.7864988,,,
5/22/23,12:01:43,9167,5/22/2023 8:01:43,53.0966465,,,
5/22/23,12:01:44,9183,5/22/2023 8:01:44,53.7857678,,,
